index,X1,X2,X3,X4,date
0,713639,2,2040565,4308,"20150511T000000"
1,713474,2,2040565,5134,"20150511T000000"
2,713701,2,2040565,5149,"20150511T000000"
3,1376868,2,2040565,5253,"20150511T000000"
4,713468,2,2040565,5669,"20150511T000000"
5,1376868,2,2040565,5712,"20150511T000000"
7,292073,2,2040565,5769,"20150511T000000"
8,713444,2,2040565,6061,"20150511T000000"
9,713639,2,2040565,6166,"20150511T000000"
11,713725,2,2040565,6423,"20150511T000000"
14,1376868,2,2040565,6828,"20150511T000000"
15,713474,2,2040565,6967,"20150511T000000"
16,713444,2,2040565,7061,"20150511T000000"
17,713468,2,2040565,7081,"20150511T000000"
19,713701,2,2040565,7584,"20150511T000000"
20,713563,2,2040565,7607,"20150511T000000"
21,713701,2,2040565,7684,"20150511T000000"
24,713701,2,2040565,8167,"20150511T000000"
25,713336,2,2040565,9003,"20150511T000000"
26,713444,2,2040565,9061,"20150511T000000"
27,713814,2,2040565,9088,"20150511T000000"
29,713725,2,2040565,9685,"20150511T000000"
30,292073,2,2040565,9904,"20150511T000000"
31,713725,2,2040565,10040,"20150511T000000"
33,713767,2,2040565,10168,"20150511T000000"
35,713725,2,2040565,11058,"20150511T000000"
36,713410,2,2040565,11091,"20150511T000000"
38,713701,2,2040565,11535,"20150511T000000"
40,292073,2,2040565,12119,"20150511T000000"
42,1376868,2,2040565,12174,"20150511T000000"
45,1376868,2,2040565,12266,"20150511T000000"
47,713474,2,2040565,12404,"20150511T000000"
48,713336,2,2040565,12662,"20150511T000000"
50,713892,2,2040565,12806,"20150511T000000"
52,713639,2,2040565,12930,"20150511T000000"
53,713639,2,2040565,13043,"20150511T000000"
54,713266,2,2040565,13285,"20150511T000000"
55,292073,2,2040565,13401,"20150511T000000"
56,713468,2,2040565,13470,"20150511T000000"
58,713336,2,2040565,13530,"20150511T000000"
60,292073,2,2040565,13878,"20150511T000000"
64,713701,2,2040565,14573,"20150511T000000"
66,713224,2,2040565,14702,"20150511T000000"
68,713429,2,2040565,15154,"20150511T000000"
69,713336,2,2040565,15482,"20150511T000000"
71,1376868,2,2040565,15969,"20150511T000000"
74,713563,2,2040565,16381,"20150511T000000"
76,713224,2,2040565,16749,"20150511T000000"
80,713429,2,2040565,17387,"20150511T000000"
81,713767,2,2040565,17502,"20150511T000000"
83,713701,2,2040565,17516,"20150511T000000"
85,713701,2,2040565,17846,"20150511T000000"
86,1376868,2,2040565,17907,"20150511T000000"
87,713444,2,2040565,17918,"20150511T000000"
88,713410,2,2040565,18090,"20150511T000000"
90,713767,2,2040565,18186,"20150511T000000"
95,1981017,2,2040565,19198,"20150511T000000"
96,713876,2,2040565,19232,"20150511T000000"
97,713725,2,2040565,19377,"20150511T000000"
98,713639,2,2040565,19630,"20150511T000000"
101,713474,2,2040565,19825,"20150511T000000"
104,292073,2,2040565,20708,"20150511T000000"
105,713474,2,2040565,20773,"20150511T000000"
106,713639,2,2040565,20857,"20150511T000000"
107,713701,2,2040565,20891,"20150511T000000"
110,713892,2,2040565,21117,"20150511T000000"
113,713639,2,2040565,21197,"20150511T000000"
114,713444,2,2040565,21324,"20150511T000000"
119,713639,2,2040565,21916,"20150511T000000"
120,713429,2,2040565,21937,"20150511T000000"
121,713701,2,2040565,22235,"20150511T000000"
124,1981017,2,2040565,23168,"20150511T000000"
126,713468,2,2040565,23293,"20150511T000000"
127,713563,2,2040565,23641,"20150511T000000"
128,713474,2,2040565,23708,"20150511T000000"
131,713701,2,2040565,24091,"20150511T000000"
132,713876,2,2040565,24113,"20150511T000000"
134,713474,2,2040565,24202,"20150511T000000"
135,713639,2,2040565,24290,"20150511T000000"
139,713266,2,2040565,24684,"20150511T000000"
141,713444,2,2040565,24772,"20150511T000000"
145,713639,2,2040565,25156,"20150511T000000"
146,713814,2,2040565,25173,"20150511T000000"
150,713876,2,2040565,25915,"20150511T000000"
151,713876,2,2040565,25919,"20150511T000000"
152,713266,2,2040565,26242,"20150511T000000"
154,713224,2,2040565,26883,"20150511T000000"
155,292073,2,2040565,27407,"20150511T000000"
157,713725,2,2040565,27726,"20150511T000000"
158,713429,2,2040565,27794,"20150511T000000"
165,713701,2,2040565,29108,"20150511T000000"
168,713701,2,2040565,29948,"20150511T000000"
171,713468,2,2040565,30475,"20150511T000000"
172,1376868,2,2040565,30742,"20150511T000000"
174,713474,2,2040565,31191,"20150511T000000"
175,713701,2,2040565,31202,"20150511T000000"
176,713444,2,2040565,31292,"20150511T000000"
