index,X1,X2,X3,X4,date
0,713701,1,1376868,4336,"20150511T000000"
1,713701,1,1376868,4425,"20150511T000000"
2,713563,1,713701,4435,"20150511T000000"
3,1376868,1,713701,4456,"20150511T000000"
4,713563,1,713701,4458,"20150511T000000"
5,713639,1,713701,4471,"20150511T000000"
6,713639,1,713563,4484,"20150511T000000"
7,713563,1,1376868,4521,"20150511T000000"
8,713701,1,1376868,4523,"20150511T000000"
9,1376868,1,713639,4524,"20150511T000000"
10,1376868,1,713701,4547,"20150511T000000"
11,713701,1,1376868,4556,"20150511T000000"
12,713563,1,1376868,4570,"20150511T000000"
13,713701,1,713639,4599,"20150511T000000"
14,713701,1,713563,4604,"20150511T000000"
15,713701,1,1376868,4613,"20150511T000000"
16,713701,1,1376868,4621,"20150511T000000"
17,1376868,1,713701,4675,"20150511T000000"
18,713563,1,1376868,4716,"20150511T000000"
19,713701,1,1376868,4729,"20150511T000000"
20,713563,1,713701,4791,"20150511T000000"
21,1376868,1,713701,4813,"20150511T000000"
22,713701,1,713474,4823,"20150511T000000"
23,713474,1,1376868,4844,"20150511T000000"
24,1376868,1,713701,4853,"20150511T000000"
25,713474,1,713701,4890,"20150511T000000"
26,713474,1,713701,4896,"20150511T000000"
27,713639,1,713701,4922,"20150511T000000"
28,292073,1,713474,4929,"20150511T000000"
29,713474,1,292073,4934,"20150511T000000"
30,713474,1,713468,4939,"20150511T000000"
31,292073,1,713474,4943,"20150511T000000"
32,713474,1,713639,4957,"20150511T000000"
33,1376868,1,713701,4974,"20150511T000000"
34,1376868,1,713701,4992,"20150511T000000"
35,713474,1,713701,5026,"20150511T000000"
37,713743,1,713474,5038,"20150511T000000"
39,713639,1,713701,5072,"20150511T000000"
40,1376868,1,713639,5072,"20150511T000000"
41,713639,1,713701,5077,"20150511T000000"
42,713701,1,713444,5082,"20150511T000000"
43,292073,1,713639,5083,"20150511T000000"
44,1376868,1,713563,5090,"20150511T000000"
45,713701,1,1376868,5104,"20150511T000000"
46,713444,1,1376868,5133,"20150511T000000"
47,292073,1,713701,5139,"20150511T000000"
49,713474,1,713639,5191,"20150511T000000"
50,713474,1,713639,5227,"20150511T000000"
51,713725,1,713563,5245,"20150511T000000"
52,1376868,1,713701,5272,"20150511T000000"
53,292073,1,713701,5281,"20150511T000000"
54,713701,1,713639,5293,"20150511T000000"
55,1376868,1,713725,5303,"20150511T000000"
56,713701,1,713444,5306,"20150511T000000"
57,292073,1,1376868,5311,"20150511T000000"
58,713474,1,713444,5338,"20150511T000000"
59,713468,1,713563,5340,"20150511T000000"
61,292073,1,713563,5354,"20150511T000000"
62,713639,1,713468,5372,"20150511T000000"
63,713639,1,292073,5390,"20150511T000000"
65,1376868,1,713725,5433,"20150511T000000"
66,713474,1,292073,5461,"20150511T000000"
67,713474,1,1376868,5466,"20150511T000000"
68,1376868,1,713701,5473,"20150511T000000"
69,713563,1,713701,5483,"20150511T000000"
70,713563,1,1376868,5488,"20150511T000000"
71,713639,1,1376868,5511,"20150511T000000"
72,292073,1,713701,5525,"20150511T000000"
73,292073,1,713701,5530,"20150511T000000"
74,1376868,1,713701,5543,"20150511T000000"
75,292073,1,713468,5553,"20150511T000000"
77,713701,1,713474,5567,"20150511T000000"
78,713468,1,713701,5598,"20150511T000000"
80,713701,1,713743,5644,"20150511T000000"
81,1376868,1,713639,5652,"20150511T000000"
84,713725,1,713639,5668,"20150511T000000"
87,713444,1,713767,5718,"20150511T000000"
88,1376868,1,292073,5755,"20150511T000000"
89,713468,1,713474,5764,"20150511T000000"
90,713474,1,1376868,5770,"20150511T000000"
91,292073,1,713563,5784,"20150511T000000"
92,713814,1,713701,5788,"20150511T000000"
93,713701,1,713639,5803,"20150511T000000"
94,1376868,1,713563,5885,"20150511T000000"
96,713444,1,713701,5921,"20150511T000000"
98,713743,1,292073,5928,"20150511T000000"
99,713468,1,713474,5934,"20150511T000000"
